id,name,alcoholic,category,glassType,instructions,drinkThumbnail,ingredients,ingredientMeasures,desciription,imageDescription
249,michelada,Alcoholic,cocktail,pint glass,"Mix the beer with tomato juice, freshly squeezed lime juice, and Worcestershire sauce, teriyaki sauce, soy sauce, or hot sauce. Served In a chilled, salt-rimmed glass",https://www.thecocktaildb.com/images/media/drink/u736bd1605907086.jpg,"['beer','tomato juice','lime juice','hot sauce','worcestershire sauce','soy sauce']","['4 oz','4 oz','1 tblsp','dash','dash','dash']","The Michelada, a Mexican spin on a classic chelada, is a member of the?beer cocktail?family. Its origin is debated, but it��s widely believed to have emerged in Mexico in the early 20th century, blending the refreshing tang of tomato juice with the boldness of beer.","The vibrant orange-red cocktail is served in a highball glass rimmed with salt and pepper, and garnished with a slice of lime. The drink is placed on a rustic wooden surface."
250,manhattan,Alcoholic,cocktail,cocktail glass,"Stirred over ice, strained into a chilled glass, garnished, and served up.",https://www.thecocktaildb.com/images/media/drink/yk70e31606771240.jpg,"['sweet vermouth','bourbon','angostura bitters','ice','maraschino cherry','orange peel']","['3/4 oz','2 1/2 oz blended','dash','2 or 3','1','1 twist of']","The Manhattan is a classic member of the Whiskey Cocktail family, born in the late 19th century. It��s said to have originated in New York City at the Manhattan Club, hence its name. The combination of bourbon, sweet vermouth, and bitters creates a rich, balanced, and sophisticated drink.","The cocktail is a vibrant orange-colored Manhattan, elegantly garnished with a twisted lemon peel and a cherry, served in a classic martini glass."
251,margarita,Alcoholic,ordinary drink,cocktail glass,"Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.",https://www.thecocktaildb.com/images/media/drink/5noda61589575158.jpg,"['tequila','triple sec','lime juice','salt']","['1 1/2 oz','1/2 oz','1 oz', none]","The Margarita, a member of the sour family, boasts a vibrant history. Born in the 1930s, it��s believed to have originated in Mexico, with its tequila base and citrusy lime juice creating a refreshing and iconic taste.","The cocktail is a light yellow hue, served in a martini glass with a lime wedge as a garnish."
252,mauresque,Alcoholic,cocktail,collins glass,"1 - Pour the Ricard (or pastis) 2 - Pour the orgeat syrup 3 - Finally pour the water and add ice cubes at your convenience. Add the ice cubes at the end, otherwise the syrup and pastis do not mix well.",https://www.thecocktaildb.com/images/media/drink/duwfa11686236556.jpg,"['ricard','orgeat syrup','water','','','','']","['3 cl','1 cl','full glass','','','','']","The Mauresque belongs to the?French aperitif?family, a category known for its refreshing and stimulating qualities. This specific cocktail hails from the?southern region of France, likely originating in the early 20th century, during the rise of Ricard��s popularity.","The cocktail features a vibrant yellow hue, adorned with star anise for a festive touch, served in a tall glass filled with crushed ice."
253,mint julep,Alcoholic,ordinary drink,collins glass,"In a highball glass gently muddle the mint, sugar and water. Fill the glass with cracked ice, add Bourbon and stir well until the glass is well frosted. Garnish with a mint sprig.",https://www.thecocktaildb.com/images/media/drink/squyyq1439907312.jpg,"['mint','bourbon','powdered sugar','water']","['4 fresh','2 1/2 oz','1 tsp','2 tsp']","The Mint Julep is a classic member of the Whiskey Sour family, a category defined by its use of whiskey, citrus, and sweetener. Originating in the American South, it��s a refreshing and iconic drink deeply tied to Kentucky��s bourbon culture.","The drink is served in traditional silver julep cups, each filled with ice and garnished with fresh mint leaves, creating a refreshing and classic presentation."
254,mudslinger,Alcoholic,punch / party drink,punch bowl,Add all contents to a large jug or punch bowl. Stir well!,https://www.thecocktaildb.com/images/media/drink/hepk6h1504885554.jpg,"['southern comfort','orange juice','pepsi cola']","['750 ml','1 l','750 ml']","The Mudslinger is a highball cocktail, a refreshing mix of spirits, juices, and soda. Its origin is likely a Southern US invention, drawing inspiration from the region��s love for sweet, easy-drinking drinks. The combination of Southern Comfort��s whiskey base with citrus and cola is a classic example of this style.","The beverage is a vibrant red-colored cocktail served in mason jars, each garnished with a fresh lemon twist, creating a refreshing summer vibe. The glasses are traditional Mason jars, giving a rustic and homemade feel to the drink presentation."
255,martinez 2,Alcoholic,cocktail,cocktail glass,"Add all ingredients to a mixing glass and fill with ice. Stir until chilled, and strain into a chilled coupe glass.",https://www.thecocktaildb.com/images/media/drink/fs6kiq1513708455.jpg,"['gin','sweet vermouth','maraschino liqueur','angostura bitters']","['1 1/2 oz','1 1/2 oz','1 tsp','2 dashes']","The Martinez 2 belongs to the classic Old Tom Gin Cocktail family, sharing roots with the Martini. It��s a historical predecessor, emerging in the late 19th century at the Martinez Hotel in San Francisco, and is believed to have inspired the Martini��s evolution.","The cocktail is a golden-brown hue, suggesting it might be a classic Manhattan or Old Fashioned, garnished with a fresh lemon twist resting in the rim of a elegant stemmed coupe."
256,moranguito,Alcoholic,shot,shot glass,"first you put rhe absinthe, then put tequila, then put the Granadine syrup.",https://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg,"['absinthe','tequila','grenadine']","['2/5','2/5','1/5']","The Moranguito is a bold shot cocktail made with absinthe, tequila, and grenadine. It's often enjoyed as a shot, rather than a typical cocktail, with multiple ingredients sipped at once. While the name ""Moranguito"" means ""little strawberry"" in Portuguese, the actual cocktail doesn't contain strawberries; its distinctive red color comes from the grenadine syrup.","The vibrant pink cocktail in the coupe glass is perfectly blended, showcasing a smooth and frothy texture. The absence of any garnish keeps the focus purely on the drink's allure."
257,miami vice,Alcoholic,cocktail,cocktail glass,"First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).",https://www.thecocktaildb.com/images/media/drink/qvuyqw1441208955.jpg,"['151 proof rum','pina colada mix','daiquiri mix']","['5 oz bacardi','frozen','frozen']","Miami Vice, a colorful fusion of rum, pineapple, and coconut, belongs to the tropical cocktail family. This iconic 1980s concoction likely originated in Miami, Florida, gaining popularity thanks to the hit TV show of the same name.","The cocktail is served in a wide-rimmed glass with a vibrant red and white two-tone coloration, complemented by a small pineapple wedge and a pink paper umbrella garnish, creating a tropical and festive look."
258,moscow mule,Alcoholic,punch / party drink,copper mug,Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.,https://www.thecocktaildb.com/images/media/drink/3pylqc1504370988.jpg,"['vodka','lime juice','ginger ale']","['2 oz','2 oz','8 oz']","The Moscow Mule is a classic highball, born in the 1940s from a partnership between Smirnoff Vodka and the G.F. Heublein Brothers. This refreshing concoction utilizes the simplicity of a vodka base with the invigorating kick of ginger ale and lime juice.","The cocktail, served in a copper mug with a handle, boasts a vibrant orange hue, adorned with a slice of lime and topped with a generous amount of crushed ice, suggesting a refreshing and invigorating drink."
259,mulled wine,Alcoholic,punch / party drink,collins glass,"Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy.",https://www.thecocktaildb.com/images/media/drink/iuwi6h1504735724.jpg,"['water','sugar','cloves','cinnamon','lemon peel','red wine','brandy']","['3 cups','1 cup','12','2','1','750 ml','1/4 cup']","Mulled wine, a warming winter beverage, belongs to the Hot Cocktails family. Its origins trace back to ancient Rome, where wine was spiced with herbs and honey for medicinal and celebratory purposes.","The vibrant red mulled wine is served in a clear, sturdy glass, beautifully garnished with a cinnamon stick, star anise, and orange slices, creating a festive and inviting presentation."
260,masala chai,Non alcoholic,coffee / tea,coffee mug,Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.,https://www.thecocktaildb.com/images/media/drink/uyrpww1441246384.jpg,"['water','tea','ginger','cardamom','cloves','cinnamon','black pepper','sugar','milk']","['2 cups','3-4 tsp','1 chunk dried','3-4 crushed','3','1 piece','1-2 whole','to taste','to taste']","Masala Chai, while not a traditional cocktail, is a spiced beverage from India. It falls into the Hot Beverage family, often enjoyed as a comforting drink, similar to hot toddies or spiced cider. Its origins trace back centuries to Ayurvedic medicine, where its warming spices were used for their health benefits.","The golden-colored cocktail is served in a simple white mug and garnished with chunks of dark green pandan leaves, providing a vibrant and tropical touch to the presentation."
261,munich mule,Alcoholic,cocktail,highball glass,Fill glass with ice Pour Gin and Lime Juice Fill glass with Ginger Beer Garnish with Cucumer and Lime slice,https://www.thecocktaildb.com/images/media/drink/rj55pl1582476101.jpg,"['gin','lime juice','ginger beer','cucumber','lemon']","['5 cl','2 cl','10 cl','chopped','chopped']","The Munich Mule is a twist on the classic Moscow Mule, a copper mug cocktail family born in the 1940s. This refreshing variation uses gin, a nod to Germany��s gin history, while still embracing the ginger beer and citrus notes that define the mule.","The cocktail has a pale greenish hue and is served in a tall, highball glass. It is garnished with a sliced lime and cucumber, creating a fresh and inviting presentation."
